% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=113895, Tue May 11 15:40:03 2021
1 12 1.9629879554026692 1.00004687609865 1.0 1.0 1.0000031250048829 1.0000062500195313 1.0000093750439456 1.0000125000781253 1.0000156251220709 1.0000187501757822 1.0000218752392596 1.0000250003125026 1.0000281253955117 1.0000312504882864 1.000034375590827 1.0000375007031337 1.0000406258252066 1.0000437509570452 1.00004687609865
2 24 1.898948198342248 1.0823568808630248 0.9468478075160037 0.9468478075160037 0.9619032360977766 0.9725313217599882 0.9880397160679045 0.9923532628726552 0.9989135239808791 1.00001907149356 1.0000232823480995 1.0000276799808894 1.0000344320905916 1.0007003225172963 1.0022324467540848 1.0049581462804889 1.0143604330368752 1.0282307125439314 1.0823568808630248
3 36 1.8553222452917946 1.1017879767595549 0.9316418893489408 0.9316418893489408 0.9381948817782438 0.9589399431008655 0.9705695393117817 0.9816606145266904 0.987022748015418 0.9939272476654127 0.9979642637423085 1.0002515821433595 1.0015665192992493 1.0049650468090154 1.0096804391755505 1.0121939336713723 1.018873043890021 1.0296229593851418 1.1017879767595549
4 48 1.780401095373899 1.11567341889436 0.9071129051193297 0.9071129051193297 0.922096831843112 0.954400667024089 0.9587659767053036 0.9745843828676941 0.980213830012281 0.9830889429079884 0.9955273667783331 0.9973618950948555 1.0017408998782233 1.005801413334718 1.0073964395370745 1.0176910007415763 1.0235152586220762 1.0457442630877407 1.11567341889436
5 60 1.7178681538422642 1.1228707820495452 0.8960137816651176 0.8960137816651176 0.9236016206520474 0.9370506809026156 0.942304776670562 0.9655836090400036 0.9718805639089313 0.980550620444263 0.9813303535452842 0.9910632934169955 0.9978948815304467 1.0017113693783932 1.0092815440457834 1.0250248621754532 1.0457972053954976 1.0472746389107142 1.1228707820495452
6 72 1.6642356203174427 1.1343479988277916 0.8934986414703483 0.8934986414703483 0.906284665060016 0.9307702580434607 0.9441231352082899 0.952441546254795 0.9632436927860798 0.9747317386619017 0.9790345141430232 0.99357599804579 0.9977116013382633 1.0094900505066269 1.0254503958857886 1.0302120426990937 1.0363702833930855 1.0688362720527282 1.1343479988277916
7 84 1.66402705526006 1.147132815043107 0.8864889546842714 0.8864889546842714 0.9003692707037984 0.9248569710713949 0.9376563614615827 0.9452480205377406 0.9494977841228334 0.9592538946538478 0.9798909959967221 0.987125730397104 0.9976092158707361 1.0098165379465498 1.0230353829767715 1.035323623094231 1.0410087192761448 1.0722359493661686 1.147132815043107
8 96 1.7061568854551272 1.1656062621374532 0.8472995608397575 0.8472995608397575 0.8930289107694538 0.9069931790575757 0.9312338813896285 0.9463317259841921 0.9524610017139257 0.958799076524015 0.977195627994502 0.9869235969358094 1.0004616197297744 1.0029762864802112 1.0271088154634567 1.0396469986288668 1.0671151210574945 1.091915438852196 1.1656062621374532
9 108 1.7479832073568766 1.19500898808495 0.8367513754733293 0.8367513754733293 0.8620180312155066 0.890531251953122 0.9155000984951575 0.9440580416143081 0.9546642516574835 0.9585871611064185 0.976433091883919 0.9928577783456705 0.9985430062325534 1.0143114711088044 1.0339695582594903 1.0526444677356195 1.0712857482970275 1.0966138612444793 1.19500898808495
10 120 1.781027468909459 1.2322930812480861 0.835121937783376 0.835121937783376 0.8578864161873365 0.8829202119984695 0.9118576951604546 0.9284806242484951 0.9411973605151783 0.9501546213506947 0.9657801614089769 0.9883916242336215 1.0113999513200906 1.0177338252969474 1.0225330688908796 1.0508049450337034 1.0789645687729277 1.0949751645891568 1.2322930812480861
