% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=113895, Tue May 11 15:40:03 2021
1 12 -0.03360104261028353 -0.008968995890719504 0.010101249572028032 0.03753249077601019 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
2 24 -0.04204767389101873 -0.01345194875595084 0.01331828447205979 0.04578583756041503 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
3 36 -0.04912610945331139 -0.014902734818021943 0.018758637480295798 0.062454498001666615 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
4 48 -0.06767059758173288 -0.01899822509420817 0.022390658602344043 0.08027872667411498 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
5 60 -0.07128990855316793 -0.01303407490647215 0.02968268636775084 0.07720963465820496 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
6 72 -0.07518050425056658 -0.013643113414538378 0.030640947262668784 0.09594246271350737 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
7 84 -0.106870710226522 -0.021066183232713594 0.033624414898850624 0.10992200503518874 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
8 96 -0.11057654278586732 -0.02772266424536115 0.03391294201218867 0.13183642516160973 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
9 108 -0.11791250027960178 -0.02681318763372005 0.03635239356254798 0.14797540426024466 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
10 120 -0.11777599636912905 -0.021748333366605414 0.03521345031177007 0.17356196151504724 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
11 132 -0.11148564860128082 -0.02392584122313927 0.03369677384427788 0.17463835324527271 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
12 144 -0.12564755457255955 -0.030355432709380348 0.04281043463088116 0.21046698179376783 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
13 156 -0.1473738409901332 -0.03781132903139397 0.04196278734575572 0.20951632563825523 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
14 168 -0.16296542566724673 -0.03638218993260473 0.0430931159963462 0.23094902345041818 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
15 180 -0.16959401088497497 -0.03563084431942335 0.043784616533512496 0.23702611420394312 0.9508897442697936 0.96278987347379 0.9722760313581317 0.9874703532396825 0.9889891435336785 0.9911005863494454 0.9971987792231861 0.9989868297251575 1.0001173128661704 1.0025372236145254 1.004244806704711 1.00631795625066 1.0098239910791114 1.0169472633008338 1.0271292416587237 1.077147293132245
