% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=113895, Tue May 11 15:40:03 2021, <python>{}</python>
59 708 1.1678752782752477 2.7103058338548647 97.0 1.8100000000000000e+02 196.0 200.0   
60 720 1.165728331771182 2.8859581743833496 97.0 1.8200000000000000e+02 197.0 200.0   
61 732 1.129177959398024 2.999552954363168 97.0 1.4400000000000000e+02 200.0 200.0   
62 744 1.1620905869031364 3.025508234860258 97.0 1.3000000000000000e+02 193.0 200.0   
63 756 1.1272193395249948 3.1840171593412547 97.0 1.7800000000000000e+02 196.0 200.0   
64 768 1.0991914251094574 3.1904901514628357 97.0 1.8300000000000000e+02 198.0 200.0   
65 780 1.0719767309336998 3.3031077729591143 97.0 1.5600000000000000e+02 198.0 200.0   
66 792 1.0923852063412904 3.3563559763686017 97.0 1.6800000000000000e+02 194.0 200.0   
67 804 1.168570864619824 3.364402079264562 97.0 1.4600000000000000e+02 197.0 199.0   
68 816 1.1974614268361854 3.4200065665166113 97.0 1.3000000000000000e+02 194.0 200.0   
69 828 1.1923075638617084 3.4705373199535363 97.0 1.4600000000000000e+02 194.0 200.0   
70 840 1.1922831271149021 3.497791178865857 97.0 1.7000000000000000e+02 197.0 200.0   
71 852 1.1561761835507918 3.534134411659705 97.0 1.8600000000000000e+02 195.0 200.0   
72 864 1.1534746764241042 3.6349738095916257 97.0 1.5400000000000000e+02 195.0 200.0   
73 876 1.154885198377358 3.8251103132067885 97.0 1.5400000000000000e+02 189.0 200.0   
74 888 1.2416890191139107 3.885600598860081 97.0 1.5400000000000000e+02 193.0 200.0   
75 900 1.3273585046320573 3.920727882607745 97.0 1.8300000000000000e+02 197.0 200.0   
76 912 1.3897501534678365 3.929710207731221 97.0 1.5300000000000000e+02 193.0 200.0   
77 924 1.4181864562851878 3.8919355247540603 97.0 1.1800000000000000e+02 188.0 200.0   
78 936 1.431559051151585 3.8696524139424855 97.0 1.6900000000000000e+02 196.0 200.0   
79 948 1.4379037106491717 3.892791398727365 97.0 1.7300000000000000e+02 192.0 200.0   
80 960 1.3505207292953685 3.89619615033155 97.0 1.3400000000000000e+02 199.0 200.0   
81 972 1.246730526763983 3.9187090518239764 97.0 1.5300000000000000e+02 198.0 200.0   
82 984 1.2309144898619453 3.862473318815308 97.0 1.7900000000000000e+02 198.0 200.0   
83 996 1.2142349018061516 3.9023738389565015 97.0 1.6200000000000000e+02 194.0 199.0   
84 1008 1.210136940690993 3.926273580574527 97.0 1.7100000000000000e+02 191.0 199.0   
85 1020 1.2065535689028777 4.04812300486463 97.0 1.6000000000000000e+02 194.0 198.0   
86 1032 1.141070228958205 4.074783049304482 97.0 1.5600000000000000e+02 190.0 200.0   
87 1044 1.0935048359867143 4.060419037041533 97.0 1.8400000000000000e+02 193.0 200.0   
88 1056 1.0718538848359715 4.154730072899665 97.0 1.5700000000000000e+02 193.0 199.0   
89 1068 1.110102022689101 4.252596460443106 97.0 1.6800000000000000e+02 194.0 200.0   
90 1080 1.0639126185077277 4.383125262299363 97.0 1.8700000000000000e+02 195.0 200.0   
91 1092 1.0688886291477921 4.317068536078851 97.0 1.7500000000000000e+02 190.0 199.0   
92 1104 1.0199305760110038 4.37472981302006 97.0 1.6700000000000000e+02 194.0 199.0   
93 1116 1.0337506975758741 4.431142491040046 97.0 1.8200000000000000e+02 196.0 199.0   
94 1128 1.0143300538872284 4.372861634257751 97.0 1.8100000000000000e+02 199.0 200.0   
95 1140 1.0068105661219195 4.3808093257553615 97.0 1.7800000000000000e+02 196.0 199.0   
96 1152 0.9493604924061383 4.342390522468622 97.0 1.6700000000000000e+02 192.0 200.0   
97 1164 0.9490241583471213 4.342941826335148 97.0 1.7300000000000000e+02 198.0 200.0   
98 1176 0.9434582129403429 4.296054662081496 97.0 1.3600000000000000e+02 197.0 200.0   
99 1188 0.8867198661357368 4.1841360276460335 97.0 1.7700000000000000e+02 193.0 200.0   
100 1200 0.8638120319301889 4.158022189729754 97.0 1.7500000000000000e+02 191.0 200.0   
